TICKER,ASOF_DATE,YR,QRT_NUM,REVENUE,COGS,GROSS_PROFIT,SGA_EXPENSES,OTHER_OPERATING_INCOME_OR_EXPENSES,OPERATING_EXPENSES,OPERATING_INCOME,TOTAL_NONOPERATING_INCOME_OR_EXPENSE,PRETAX_INCOME,INCOME_TAXES,INCOME_AFTER_TAXES,OTHER_INCOME,INCOME_FROM_CONTINUOUS_OPERATIONS,INCOME_FROM_DISCONTINUED_OPERATIONS,NET_INCOME,EBITDA,EBIT,BASIC_SHARES,DILUTED_SHARES,BASIC_EPS,DILUTED_EPS,SOURCE_FILE,LOAD_BATCH_ID,LOADED_AT
KO,3/7/2026,2003,Q4,4989000000,2168000000,3568000000,1650000000,0,1789000000,1560000000,-102000000,1292000000,460000000,1118000000,0,242000000,0,926000000,0,0,0,0,0.15,0.12,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,2003,Q3,5671000000,2127000000,2885000000,1804000000,0,1881000000,1158000000,44000000,1534000000,479000000,873000000,0,1067000000,0,-58000000,0,0,0,0,0.12,0.18,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,2003,Q2,5695000000,1617000000,3094000000,1789000000,0,1527000000,1248000000,223000000,1597000000,374000000,242000000,0,926000000,0,-45000000,0,0,0,0,0.18,0.24,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,2003,Q1,4502000000,1701000000,3239000000,1881000000,0,1562000000,1311000000,84000000,1247000000,235000000,1067000000,0,-58000000,0,787000000,0,0,0,0,0.24,0.17,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,2002,Q4,4795000000,2083000000,3441000000,1527000000,0,1692000000,1513000000,-33000000,477000000,416000000,926000000,0,-45000000,0,942000000,0,0,0,0,0.175,0.165,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,2002,Q3,5322000000,1927000000,2685000000,1562000000,0,1561000000,1280000000,318000000,1483000000,416000000,-58000000,0,787000000,0,747000000,0,0,0,0,0.165,0.205,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,2002,Q2,5368000000,1394000000,2810000000,1692000000,0,1334000000,159000000,156000000,1342000000,155000000,-45000000,0,942000000,0,597000000,0,0,0,0,0.205,0.265,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,2002,Q1,4079000000,1428000000,3003000000,1561000000,0,3351000000,1327000000,57000000,97000000,275000000,787000000,0,747000000,0,888000000,0,0,0,0,0.265,0.2,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,2001,Q4,4238000000,1692000000,3074000000,1334000000,-478000000,2350000000,1285000000,-143000000,230000000,354000000,942000000,0,597000000,0,1191000000,0,0,0,0,0.2,0.155,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,2001,Q3,4695000000,1579000000,2614000000,3351000000,-94000000,2525000000,240000000,-119000000,1141000000,424000000,747000000,0,888000000,0,857000000,0,0,0,0,0.155,0.195,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,2001,Q2,4653000000,1345000000,3510000000,2256000000,-191000000,2618000000,477000000,42000000,1366000000,335000000,597000000,0,1191000000,0,817000000,0,0,0,0,0.195,0.21,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,2001,Q1,3959000000,1393000000,3677000000,2334000000,-680000000,3118000000,1099000000,-24000000,1082000000,268000000,888000000,0,857000000,0,1011000000,0,0,0,0,0.21,0.1425,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,2000,Q4,4903000000,1736000000,3810000000,1938000000,0,2390000000,1390000000,-62000000,865000000,399000000,1191000000,0,817000000,0,1314000000,0,0,0,0,0.1425,0.13,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,2000,Q3,5413000000,1677000000,2858000000,3118000000,0,2353000000,1144000000,-72000000,1287000000,612000000,857000000,0,1011000000,0,987000000,0,0,0,0,0.13,0.16,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,2000,Q2,5487000000,1398000000,3595000000,2390000000,0,1953000000,937000000,50000000,1803000000,386000000,817000000,0,1314000000,0,762000000,0,0,0,0,0.16,0.175,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,2000,Q1,4256000000,1336000000,3489000000,2353000000,0,2222000000,1237000000,292000000,1243000000,367000000,1011000000,0,987000000,0,967000000,0,0,0,0,0.175,0.125,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,1999,Q4,4931000000,1706000000,3743000000,1953000000,0,2064000000,1511000000,-39000000,1184000000,494000000,1314000000,0,762000000,0,1050000000,0,0,0,0,0.125,0.11,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,1999,Q3,5195000000,1636000000,3097000000,2222000000,0,2141000000,1282000000,11000000,1505000000,621000000,987000000,0,967000000,0,713000000,0,0,0,0,0.11,0.1375,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,1999,Q2,5379000000,1331000000,3159000000,2064000000,0,1857000000,1173000000,262000000,1935000000,444000000,762000000,0,1050000000,0,648000000,0,0,0,0,0.1375,0.1475,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,1999,Q1,4428000000,1299000000,3301000000,2141000000,0,2076000000,1243000000,492000000,1431000000,342000000,967000000,0,713000000,0,802000000,0,0,0,0,0.1475,0.1,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,1998,Q4,4458000000,1446000000,3652000000,1857000000,0,2052000000,1443000000,289000000,1104000000,-30000000,1050000000,0,648000000,0,898000000,0,0,0,0,0.1,0.09,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,1998,Q3,4747000000,1499000000,3139000000,2076000000,0,2023000000,1142000000,58000000,937000000,472000000,713000000,0,802000000,0,638000000,0,0,0,0,0.09,0.11,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,1998,Q2,5151000000,1318000000,3249000000,2052000000,0,1701000000,1079000000,483000000,1522000000,320000000,648000000,0,898000000,0,567000000,0,0,0,0,0.11,0.13,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,1998,Q1,4457000000,1452000000,3295000000,2023000000,0,1909000000,485000000,140000000,1033000000,277000000,802000000,0,638000000,0,708000000,0,0,0,0,0.13,0.085,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,1997,Q4,4701000000,1659000000,3466000000,1701000000,0,2388000000,1415000000,0,925000000,366000000,898000000,0,567000000,0,758000000,0,0,0,0,0.085,0.075,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,1997,Q3,4954000000,1609000000,2843000000,1909000000,0,1965000000,1033000000,-24000000,1168000000,406000000,638000000,0,708000000,0,521000000,0,0,0,0,0.075,0.1025,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,1997,Q2,5075000000,1295000000,2988000000,2388000000,0,1631000000,949000000,162000000,1304000000,293000000,567000000,0,758000000,0,473000000,0,0,0,0,0.1025,0.1075,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,1997,Q1,4138000000,1488000000,2873000000,1965000000,0,1714000000,1006000000,46000000,931000000,261000000,708000000,0,521000000,0,576000000,0,0,0,0,0.11,0.0325,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,1996,Q4,4476000000,1814000000,3380000000,1631000000,0,1940000000,1258000000,52000000,828000000,325000000,758000000,0,473000000,0,678000000,0,0,0,0,0.0725,0.0337,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,1996,Q3,4687000000,1906000000,2664000000,1714000000,0,1802000000,879000000,-38000000,1033000000,349000000,521000000,0,576000000,0,442000000,0,0,0,0,0.0674,0.0858,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,1996,Q2,5286000000,1530000000,2663000000,1940000000,0,1530000000,866000000,33000000,1107000000,239000000,466000000,0,678000000,0,392579000,0,0,0,0,0.0858,0.0905,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,1996,Q1,4194000000,1670000000,2946000000,1802000000,0,1653000000,1000000000,37000000,760000000,213000000,590000000,0,442000000,-1998000000,540603000,0,0,0,0,0.0905,0.0601,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,1995,Q4,4333000000,1949000000,3060000000,1530000000,0,1701000000,1070000000,-12000000,679000000,280000000,678000000,0,392579000,-1998000000,565000000,0,0,0,0,0.0601,0.0551,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,1995,Q3,4895000000,1876000000,2409000000,1653000000,0,1605000000,772000000,42000000,870000000,302000000,454000000,0,540603000,0,167000000,0,0,0,0,0.0551,0.0738,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,1995,Q2,4936000000,1445000000,2519000000,1701000000,0,1338000000,637000000,41000000,980000000,202000000,379121000,0,565000000,-219000000,358383000,0,0,0,0,0.0738,0.0768,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,1995,Q1,3854000000,1498000000,2701000000,1605000000,0,1476000000,829000000,21000000,656000000,173536000,540603000,0,386000000,0,456313000,0,0,0,0,0.0768,0.0531,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,1994,Q4,4017000000,1760000000,2675000000,1338000000,0,1457000000,959000000,-21000000,552657000,247448000,580991000,0,358383000,0,482392000,0,0,0,0,0.0531,0.1404,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,1994,Q3,4461000000,1667000000,2110000000,1476000000,0,1476000000,677000000,-30566000,788051000,265934000,383100000,0,456313000,0,320914000,0,0,0,0,0.1404,0.0662,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,1994,Q2,4342000000,1242000000,2113000000,1457000000,0,1286000000,583222900,17095000,846925000,175355000,358383000,0,482392000,0,294335000,0,0,0,0,0.0662,0.0624,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,1994,Q1,3352000000,1260000000,2286000000,1476000000,0,1396917000,770956100,10391000,558455000,188717000,456313000,0,320914000,0,394172000,0,0,0,0,0.0624,0.0464,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,1993,Q4,3373000000,1343000000,2435000000,1286000000,0,1351203000,836534200,-20923000,547100000,208866000,482392000,0,294335000,0,409932000,0,0,0,0,0.0464,0.0415,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,1993,Q3,3629000000,1464000000,1963000000,1396917000,0,1340276000,579484900,60022000,665179000,220803000,320914000,0,394172000,0,283465000,0,0,0,0,0.0415,0,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,1993,Q2,3899000000,1093000000,1980140000,1351203000,0,1160996000,487078100,20475000,703195000,146891000,294335000,0,409932000,0,757229000,0,0,0,0,0,51800,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,1993,Q1,3056000000,1263951000,2122159000,1340276000,0,1200601000,644703900,9928000,467805000,134725000,394172000,0,283465000,530986000,361268000,0,0,0,0,51800,356200,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,1992,Q4,3244091000,1385344000,2176810000,1160996000,0,1220156000,693266800,-26191000,429060000,180422000,409932000,0,226243000,0,345519000,0,0,0,0,356200,32400,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,1992,Q3,3507503000,1373563000,1740481000,1200601000,0,1160498000,493996100,7591000,574594000,187637000,283465000,0,361268000,0,259809000,0,0,0,0,32400,45200,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,1992,Q2,3550373000,1031519000,1687679000,1220156000,0,1022929000,421468000,62164000,597569000,129748000,226243000,0,345519000,0,235491000,0,0,0,0,45200,44200,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,1992,Q1,2772000000,1191322000,1864860000,1160498000,0,1059328000,512429900,17887000,413213000,116602000,361268000,0,259809000,0,295616000,0,0,0,0,44200,30700,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,1991,Q4,2879001000,1307256000,1853765000,1022929000,0,1113039000,579682100,-24770000,342845000,170009000,345519000,0,235491000,0,303058000,0,0,0,0,30700,0,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,1991,Q3,3172116000,1185758000,1516925000,1059328000,0,1059741000,437983200,-38910000,531277000,162597000,259809000,0,295616000,0,210538000,0,0,0,0,0,0,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,1991,Q2,3039523000,964049000,1480796000,1113039000,0,843828000,381755100,72977000,508116000,122263000,235491000,0,303058000,0,192955000,0,0,0,0,0,0,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,1991,Q1,2480974000,1075213000,1625469000,1059741000,0,849972000,458300000,9341000,382072000,114809000,295616000,0,210538000,0,271363000,0,0,0,0,0,0,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,1990,Q4,2556009000,1167285000,1639423000,843828000,0,848336000,498775100,-4883000,350300000,154332000,303058000,0,192955000,0,266370000,0,0,0,0,0,0,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,1990,Q3,2792754000,1099885000,1281811000,849972000,0,883935000,386955000,9585000,449948000,161755000,210538000,0,271363000,0,185448000,0,0,0,0,0,0,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,1990,Q2,2739308000,866467000,1231727000,848336000,0,765689000,340715000,18521000,464813000,106538000,192955000,0,266370000,0,0,0,0,0,0,0,0,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,1990,Q1,2148278000,1017185000,1306636000,883935000,0,773356000,431427000,-644000,317076000,59560000,271363000,0,185448000,0,0,0,0,0,0,0,0,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,1989,Q4,2248912000,995928000,1382710000,765689000,0,790416000,465457000,-43626000,252515000,147923000,266370000,0,0,0,0,0,0,0,0,0,0,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,1989,Q3,2302564000,1046412000,1152644000,773356000,0,827201000,360702000,70268000,419286000,170300000,185448000,0,0,0,0,0,0,0,0,0,0,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,1989,Q2,2429122000,832544000,1114071000,790416000,0,647085000,182247000,25132000,436670000,118565000,0,0,0,0,0,0,0,0,0,0,0,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,1989,Q1,1985188000,912758000,1221843000,827201000,0,469902000,394154100,13396000,304013000,0,0,0,0,0,0,0,0,0,0,0,0,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,1988,Q4,2026829000,906477000,1292658000,647085000,0,837039000,423273900,-20102000,0,0,0,0,0,0,0,0,0,0,0,0,0,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,1988,Q3,2128320000,1020974000,1007787000,469902000,0,790695000,324115000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,1988,Q2,2313632000,861263000,652149000,837039000,0,603756000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,1988,Q1,1869050000,191775000,1231193000,790695000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,1987,Q4,843924000,1251933000,1213969000,603756000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,1987,Q3,2483126000,1221200000,927871000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,1987,Q2,2435169000,968251000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,1987,Q1,1896122000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
KO,3/7/2026,1986,Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KO_INC-ST_QRTLY.xlsx,KO_INC-ST_QR-001,3/7/2026 19:01
